FechaObservacion,ValorObservado
2009-06-08 00:00:00,88.0
2009-06-09 00:00:00,90.0
2009-06-10 00:00:00,89.0
2009-06-11 00:00:00,85.0
2009-06-12 00:00:00,89.0
2009-06-13 00:00:00,88.0
2009-06-14 00:00:00,84.0
2009-06-15 11:00:00,78.0
2009-06-16 00:00:00,85.0
2009-06-17 00:00:00,87.0
2009-06-18 00:00:00,91.0
2009-06-19 00:00:00,89.0
2009-06-20 00:00:00,86.0
2009-06-21 00:00:00,92.0
2009-06-22 00:00:00,94.0
2009-06-23 00:00:00,94.0
2009-06-24 00:00:00,100.0
2009-06-25 00:00:00,100.0
2009-11-05 00:00:00,79.0
2009-11-06 00:00:00,91.0
2009-11-07 02:00:00,92.0
2009-11-08 00:00:00,86.0
2009-11-09 01:00:00,80.0
2009-11-10 00:00:00,82.0
2009-11-11 00:00:00,81.0
2009-11-12 00:00:00,85.0
2009-11-13 00:00:00,85.0
2009-11-14 00:00:00,84.0
2009-11-15 00:00:00,87.0
2009-11-16 01:00:00,84.0
2009-11-17 00:00:00,82.0
2009-11-18 00:00:00,81.0
2009-11-19 00:00:00,84.0
2009-11-20 02:00:00,77.0
2009-11-21 07:00:00,82.0
2009-11-22 00:00:00,80.0
2009-11-23 00:00:00,72.0
2009-11-24 00:00:00,81.0
2009-11-25 07:00:00,83.0
2009-11-26 00:00:00,87.0
2009-11-27 09:00:00,77.0
